"business_name","telephone","street","locality","region","zipcode","website","business_page","search_category","updated_at"
"Kainos Plumbing","647-921-9169","5-90 Northline Rd","Toronto","ON","M4B 3E5","https://www.yellowpages.ca/gourl/afa9b28015f68854869a31f89cc3072142ac81ec?redirect=https%3A%2F%2Fwww.facebook.com%2FKainos-Plumbing-and-Heating-195817837265172%2F","https://www.yellowpages.ca/bus/Ontario/Toronto/Kainos-Plumbing/101925293.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:31.422648"
"Aquatek Plumbing","416-407-1471","1547 Kingston Rd","Scarborough","ON","M1N 1R9","https://www.yellowpages.ca/gourl/7c4c483e41ce9248ae377825f1c5408b858c1973?redirect=http%3A%2F%2Fwww.facebook.com%2F207031119676600","https://www.yellowpages.ca/bus/Ontario/Scarborough/Aquatek-Plumbing/7162674.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:31.422888"
"Maple Roots","647-836-7930","35 Cedarcroft Blvd","North York","ON","M2R 2Z4","https://www.yellowpages.ca/gourl/bfed7ae8ea32679503361cd3f5797e7bd9b73be8?redirect=http%3A%2F%2Fwww.facebook.com%2F1791225101193978","https://www.yellowpages.ca/bus/Ontario/North-York/Maple-Roots/6651612.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:31.423131"
"Direct Service","416-932-0677","601 Magnetic Dr","North York","ON","M3J 3J2","https://www.yellowpages.ca/gourl/71799431b8eb2a31618eb00b9f77ed42a754133b?redirect=https%3A%2F%2Fwww.facebook.com%2FDirect-Service-226618110694903%2F","https://www.yellowpages.ca/bus/Ontario/North-York/Direct-Service/7135380.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:31.423368"
"Dwarka Plumbing","416-438-9393","149 Nelson St","Scarborough","ON","M1J 3J8","https://www.yellowpages.ca/gourl/0d461a9dbe20f40026d6f0eb2d6cb970f28105b0?redirect=http%3A%2F%2Fwww.facebook.com%2F106074273131139","https://www.yellowpages.ca/bus/Ontario/Scarborough/Dwarka-Plumbing/100400220.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:31.423605"
"Tansons Ltd.","416-725-2665","3 Lagos Rd","Etobicoke","ON","M9W 4E3","https://www.yellowpages.ca/gourl/2b600f40b1ce6ff802dcf5c49487262a69894901?redirect=http%3A%2F%2Fwww.facebook.com%2F42775","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Tansons-Ltd/101784617.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:31.423841"
"Aqualux Draining and Plumbing","416-951-0777","380 Janene Crt.","Mississauga","ON","L5A 3Z3","https://www.yellowpages.ca/gourl/6ff7007005d1e352f7f1b744348cd9225cb893ad?redirect=https%3A%2F%2Faqualuxdp.ca%2F","https://www.yellowpages.ca/bus/Ontario/Mississauga/Aqualux-Draining-and-Plumbing/8083724.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:31.424077"
"Kin&Fit Bootcamp","647-771-1827","27 Drinkwater Rd","Brampton","ON","L6Y 4T6","https://www.yellowpages.ca/gourl/2866843aabc74e89ac7587f0ee9366df1e88678c?redirect=http%3A%2F%2Fwww.facebook.com%2F932022360245939","https://www.yellowpages.ca/bus/Ontario/Brampton/Kin-Fit-Bootcamp/102113510.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:31.424313"
"Singh Bachiter","647-299-6975","2 Sled Dog Rd","Brampton","ON","L6R 0H8","https://www.yellowpages.ca/gourl/6b7137bc54d148c72ba3f7885b514711deca629a?redirect=https%3A%2F%2Fwww.facebook.com%2FSingh-Bachiter-541356506204111%2F","https://www.yellowpages.ca/bus/Ontario/Brampton/Singh-Bachiter/102095928.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:31.424548"
"Rescom Plumbing","647-929-4272","7466 11th Line","Thornton","ON","L0L 2N2","https://www.yellowpages.ca/gourl/19dfb2ad9e82d16b74ea34581b4ab842fed0a162?redirect=https%3A%2F%2Fwww.facebook.com%2Frescomplumbinganddrains%2F","https://www.yellowpages.ca/bus/Ontario/Thornton/Rescom-Plumbing/101868760.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:31.424781"
"MLS Plumbing","647-839-6373","","","","","","https://www.yellowpages.ca/bus/Ontario/MLS-Plumbing/7982332.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:31.424978"
"SDP Plumbing","905-484-3534","","","","","","https://www.yellowpages.ca/bus/Ontario/SDP-Plumbing/8111765.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:31.425172"
"Jayco Plumbing","613-818-0128","","","","","","https://www.yellowpages.ca/bus/Ontario/Jayco-Plumbing/8088686.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:31.425370"
"RP Plumbing","416-526-5137","","","","","","https://www.yellowpages.ca/bus/Ontario/RP-Plumbing/7181061.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:31.425578"
"DN Plumbing","416-783-0796","","","","","","https://www.yellowpages.ca/bus/Ontario/DN-Plumbing/7185622.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:31.425773"
"Instant Rooter","613-824-9924","","","","","","https://www.yellowpages.ca/bus/Ontario/Instant-Rooter/6230459.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:31.425967"
"Ironhorse Plumbing","226-448-6579","","","","","","https://www.yellowpages.ca/bus/Ontario/Ironhorse-Plumbing/101055395.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:31.426160"
"Midtown Plumbing","647-547-0547","","","","","","https://www.yellowpages.ca/bus/Ontario/Midtown-Plumbing/100742403.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:31.426353"
"Mime Plumbing","647-560-2256","","","","","","https://www.yellowpages.ca/bus/Ontario/Mime-Plumbing/101087058.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:31.426555"
"Plumbing Bros","647-688-8891","","Toronto","ON","","","https://www.yellowpages.ca/bus/Ontario/Toronto/Plumbing-Bros/100479420.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:31.426768"
"FDR Plumbing","647-226-2649","","","","","javascript:void(0);","https://www.yellowpages.ca/bus/Ontario/FDR-Plumbing/100523410.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:31.426967"
"YYZ Plumbing","647-560-3226","","North York","ON","M6A 2B2","","https://www.yellowpages.ca/bus/Ontario/North-York/YYZ-Plumbing/100529335.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:31.427187"
"Goodwill Mechanical","647-801-6994","","","","","","https://www.yellowpages.ca/bus/Ontario/Goodwill-Mechanical/100456477.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:31.427386"
"GR Plumbing","647-287-1085","","","","","","https://www.yellowpages.ca/bus/Ontario/GR-Plumbing/100863463.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:31.427579"
"Simcoe Plumbing","705-734-8372","","","","","","https://www.yellowpages.ca/bus/Ontario/Simcoe-Plumbing/101202003.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:31.427771"
"Parry Plumbing","647-219-2015","","","","","","https://www.yellowpages.ca/bus/Ontario/Parry-Plumbing/100293241.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:31.427965"
"LicensedPlumbers.CA","647-786-4353","406-4050 Dixie Rd","Mississauga","ON","L4W 5H4","","https://www.yellowpages.ca/bus/Ontario/Mississauga/LicensedPlumbers-CA/100542185.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:31.428221"
"Bocka Plumbing","416-834-6568","U323-684 Av Warden","Scarborough","ON","M1L 4W4","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Bocka-Plumbing/100361278.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:31.428451"
"Action Plumbing","647-870-1657","25 Walbon Rd","Scarborough","ON","M1R 1Z1","javascript:void(0);","https://www.yellowpages.ca/bus/Ontario/Scarborough/Action-Plumbing/100503285.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:31.428696"
"Rainbow Solutions","416-700-2495","118 Robert Hicks Dr","North York","ON","M2R 3R4","","https://www.yellowpages.ca/bus/Ontario/North-York/Rainbow-Solutions/8177426.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:31.428933"
"United Mechanical","416-741-1614","19 Taber Rd","Etobicoke","ON","M9W 3A7","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/United-Mechanical/5819542.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:31.429162"
"Tuffco Inc","647-430-7626","4945 Steeles Ave W","North York","ON","M9L 1R4","","https://www.yellowpages.ca/bus/Ontario/North-York/Tuffco-Inc/100447070.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:31.429391"
"Frisoni Mechanical","416-213-0455","255 Carrier Dr","Etobicoke","ON","M9W 5Y8","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Frisoni-Mechanical/8142003.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:31.429619"
"Bossco Plumbing","416-324-8632","","","","","","https://www.yellowpages.ca/bus/Ontario/Bossco-Plumbing/4503940.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:31.429810"
"Madill Plumbing","705-606-0062","","","","","","https://www.yellowpages.ca/bus/Ontario/Madill-Plumbing/7566282.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:32.319679"
"Kuglar Plumbing","905-640-7781","","","","","","https://www.yellowpages.ca/bus/Ontario/Kuglar-Plumbing/7755191.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:32.319880"
"Baysprings Plumbing","416-427-0955","","","","","","https://www.yellowpages.ca/bus/Ontario/Baysprings-Plumbing/6537632.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:32.320076"
"Bennett Ronald","519-335-6637","","","","","","https://www.yellowpages.ca/bus/Ontario/Bennett-Ronald/7024480.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:32.320274"
"Bronx Plumbing","647-927-4779","","","","","","https://www.yellowpages.ca/bus/Ontario/Bronx-Plumbing/8168793.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:32.320467"
"Plumbrite Ltd","416-877-4387","","","","","","https://www.yellowpages.ca/bus/Ontario/Plumbrite-Ltd/101373840.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:32.320661"
"Grace Plumbing","416-977-0581","","","","","","https://www.yellowpages.ca/bus/Ontario/Grace-Plumbing/100440947.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:32.320844"
"Boss Plumbing","647-986-2588","","","","","","https://www.yellowpages.ca/bus/Ontario/Boss-Plumbing/100280273.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:32.321038"
"JDK Plumbing","613-847-9525","","","","","","https://www.yellowpages.ca/bus/Ontario/JDK-Plumbing/101052520.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:32.321229"
"Abm Inc","416-798-0003","22 Jutland Rd","Etobicoke","ON","M8Z 2G9","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Abm-Inc/100776338.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:32.321481"
"Tym Plumbing","613-258-2250","","","","","","https://www.yellowpages.ca/bus/Ontario/Tym-Plumbing/8090400.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:32.321701"
"Macstewartplumbing.ca","705-733-1514","","","","","","https://www.yellowpages.ca/bus/Ontario/Macstewartplumbing-ca/100869932.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:32.321920"
"Garryson Plumbing","905-746-6196","","","","","","https://www.yellowpages.ca/bus/Ontario/Garryson-Plumbing/101173870.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:32.322140"
"Pauls Plumbing","647-232-8737","","","","","","https://www.yellowpages.ca/bus/Ontario/Pauls-Plumbing/101173921.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:32.322361"
"Coldstream plumbing","416-669-9040","","Brampton","ON","L6R 2Y8","","https://www.yellowpages.ca/bus/Ontario/Brampton/Coldstream-plumbing/101009196.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:32.322618"
"Corput Plumbing","613-363-9255","","","","","","https://www.yellowpages.ca/bus/Ontario/Corput-Plumbing/100998844.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:32.322839"
"Gemini Plumbing","416-570-5223","","","","","","https://www.yellowpages.ca/bus/Ontario/Gemini-Plumbing/7177518.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:32.323028"
"Trademark Plumbing","416-258-8231","","","","","","https://www.yellowpages.ca/bus/Ontario/Trademark-Plumbing/100172309.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:32.323223"
"RH Plumbing","416-794-6674","","","","","","https://www.yellowpages.ca/bus/Ontario/RH-Plumbing/100372541.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:32.323412"
"Vit Plumbing","416-333-8552","25 The Esplanade","Toronto","ON","M5E 1W5","","https://www.yellowpages.ca/bus/Ontario/Toronto/Vit-Plumbing/101699462.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:32.323641"
"Plumber Toronto","647-496-9617","1801-1 Yonge St","Toronto","ON","M5E 1W7","","https://www.yellowpages.ca/bus/Ontario/Toronto/Plumber-Toronto/100544603.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:32.323871"
"Blue Tech","416-581-0199","437 Yonge St","Toronto","ON","M5B 1T3","","https://www.yellowpages.ca/bus/Ontario/Toronto/Blue-Tech/101812292.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:32.324099"
"The Plumber","416-930-0204","125 Queens Wharf Rd","Toronto","ON","M5V 0E2","","https://www.yellowpages.ca/bus/Ontario/Toronto/The-Plumber/102604914.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:32.324329"
"Sewer Squad Plumbing & Drain Services","416-571-8499","1-682 Monarch Ave","Ajax","ON","L1S 4S2","","https://www.yellowpages.ca/bus/Ontario/Ajax/Sewer-Squad-Plumbing-Drain-Services/101875051.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:32.324564"
"DN Plumbing","416-857-8788","","","ON","M6B 1M2","","https://www.yellowpages.ca/bus/Ontario/DN-Plumbing/7134492.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:32.324776"
"H Hto Plumbers","416-901-9766","2453 St Clair Ave W","Toronto","ON","M6N 1K9","","https://www.yellowpages.ca/bus/Ontario/Toronto/H-Hto-Plumbers/102309414.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:32.325009"
"Bath Plus","416-800-8792
1-888-780-2934","603-380 Alliance Ave","Toronto","ON","M6N 2H8","","https://www.yellowpages.ca/bus/Ontario/Toronto/Bath-Plus/101777388.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:32.325242"
"Uptown Plumbing","647-560-3340","712-777 Jane St","York","ON","M6N 4B6","","https://www.yellowpages.ca/bus/Ontario/York/Uptown-Plumbing/100409101.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:32.325473"
"Jermark Plumbing","416-781-8983","241 Bridgeland Ave","North York","ON","M6A 1Y7","","https://www.yellowpages.ca/bus/Ontario/North-York/Jermark-Plumbing/101187490.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:32.325702"
"Cande Plumbing","416-445-9323","20 Avonwick Gate","North York","ON","M3A 2M6","","https://www.yellowpages.ca/bus/Ontario/North-York/Cande-Plumbing/299300.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:32.325930"
"Embree Plumbing","416-283-7411","44 Stubbs Dr","North York","ON","M2L 2R3","javascript:void(0);","https://www.yellowpages.ca/bus/Ontario/North-York/Embree-Plumbing/5888965.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:32.326165"
"Maelstrom Ltd","647-688-1680","39 Newstead Rd","Toronto","ON","M9P 3G2","","https://www.yellowpages.ca/bus/Ontario/Toronto/Maelstrom-Ltd/100554814.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:32.326395"
"Wardco Distribution","416-244-5661","18 Vanderbrent Cres","Etobicoke","ON","M9R 3W8","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Wardco-Distribution/100068177.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:32.326645"
"Spotify Canada Inc","416-546-4576","220 Adelaide St W","Scarborough","ON","","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Spotify-Canada-Inc/7441510.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:32.326868"
"Neat Plumbing","416-616-9989","7165 Yonge St","Markham","ON","L3T 0C9","","https://www.yellowpages.ca/bus/Ontario/Markham/Neat-Plumbing/101763903.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:32.327097"
"Alfa Plumbing","416-880-4243","190 Dudley Ave","","ON","L3T 2E9","","https://www.yellowpages.ca/bus/Ontario/Alfa-Plumbing/102239519.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:33.234214"
"Timell Inc","416-291-0670","4725 Sheppard Ave E","Scarborough","ON","M1S 5B2","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Timell-Inc/7156977.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:33.234472"
"King Plumbing","416-203-9961","568 Mississauga Valley Blvd","Mississauga","ON","L5A 1Z1","","https://www.yellowpages.ca/bus/Ontario/Mississauga/King-Plumbing/102504054.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:33.234707"
"Paul Theva","647-435-9130","3 Port Royal Trail","Scarborough","ON","M1V 2G4","","https://www.yellowpages.ca/bus/Ontario/Scarborough/Paul-Theva/7123825.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:33.234941"
"Dezign Market","647-697-3370","8-1641 Langstaff Rd","Concord","ON","L4K 5X8","","https://www.yellowpages.ca/bus/Ontario/Concord/Dezign-Market/102003564.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:33.235170"
"Kohler Ltd","416-802-1250","107 Woodbine Downs Blvd","Toronto","ON","M9W 6Y1","","https://www.yellowpages.ca/bus/Ontario/Toronto/Kohler-Ltd/7154801.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:33.235400"
"Antec Plumbing","416-674-8080","24 Steinway Blvd","Etobicoke","ON","M9W 6T8","","https://www.yellowpages.ca/bus/Ontario/Etobicoke/Antec-Plumbing/101376356.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:33.235629"
"Empyrean Inc.","647-785-9904","167 Glenn Hawthorne Blvd","Mississauga","ON","L5R 2K8","","https://www.yellowpages.ca/bus/Ontario/Mississauga/Empyrean-Inc/102004297.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:33.235857"
"Diamond Plumbing","647-261-2955","27 Denlow Dr","Brampton","ON","L6Y 2L3","","https://www.yellowpages.ca/bus/Ontario/Brampton/Diamond-Plumbing/102533621.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:33.236101"
"Quadro Design","416-876-9132","288 Speers Rd","Oakville","ON","L6K 2E9","","https://www.yellowpages.ca/bus/Ontario/Oakville/Quadro-Design/102002516.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:33.236329"
"VASCO-MECH","647-500-7640","","Beeton","ON","","","https://www.yellowpages.ca/bus/Ontario/Beeton/VASCO-MECH/101171021.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:33.236540"
"KW Plumber","226-339-6092","421 Barrie Pl","Waterloo","ON","N2L 3Z6","javascript:void(0);","https://www.yellowpages.ca/bus/Ontario/Waterloo/KW-Plumber/101341240.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:33.236775"
"Johnston Plumbing","705-741-8409","","","","","","https://www.yellowpages.ca/bus/Ontario/Johnston-Plumbing/8186383.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:33.236978"
"Federal Plumbing","416-828-5361","","","","","","https://www.yellowpages.ca/bus/Ontario/Federal-Plumbing/7965226.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:33.237168"
"DeKorte Plumbing","905-818-8462","","","","","","https://www.yellowpages.ca/bus/Ontario/DeKorte-Plumbing/8099039.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:33.237358"
"Vandenberg Plumbing","519-770-5152","","","","","","https://www.yellowpages.ca/bus/Ontario/Vandenberg-Plumbing/7918760.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:33.237547"
"Atlas Plumbing","905-329-1768","","","","","","https://www.yellowpages.ca/bus/Ontario/Atlas-Plumbing/8078411.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:33.237736"
"Service Rooter","647-497-5322","","","","","","https://www.yellowpages.ca/bus/Ontario/Service-Rooter/8110853.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:33.237924"
"Service Rooter","647-497-5233","","","","","","https://www.yellowpages.ca/bus/Ontario/Service-Rooter/8107525.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:33.238113"
"Affordable Plumbing","416-222-3140","","","","","","https://www.yellowpages.ca/bus/Ontario/Affordable-Plumbing/8050242.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:33.238301"
"Seal Masters","416-878-8310","","","","","","https://www.yellowpages.ca/bus/Ontario/Seal-Masters/7177773.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:33.238496"
"Argo Plumbing","416-635-6532","","","","","","https://www.yellowpages.ca/bus/Ontario/Argo-Plumbing/7175545.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:33.238685"
"Service Rooter","905-868-5000","","","","","","https://www.yellowpages.ca/bus/Ontario/Service-Rooter/7597091.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:33.238878"
"Pipe Doctor","905-320-4047","","","","","","https://www.yellowpages.ca/bus/Ontario/Pipe-Doctor/4402999.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:33.239068"
"Plumber Alex","416-505-4780","","","","","","https://www.yellowpages.ca/bus/Ontario/Plumber-Alex/7175331.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:33.239260"
"Taki Plumbing","416-465-3967","","","","","","https://www.yellowpages.ca/bus/Ontario/Taki-Plumbing/7179746.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:33.239448"
"M&J Plumbing","416-992-0691","","","","","","https://www.yellowpages.ca/bus/Ontario/M-J-Plumbing/7180446.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:33.239637"
"Andre Plumber","647-284-5910","","","","","","https://www.yellowpages.ca/bus/Ontario/Andre-Plumber/7182710.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:33.239835"
"Plumber Gerry","613-547-2619","","","","","","https://www.yellowpages.ca/bus/Ontario/Plumber-Gerry/7103933.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:33.240024"
"Robinson Plumbing","519-537-0002","","","","","","https://www.yellowpages.ca/bus/Ontario/Robinson-Plumbing/7032481.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:33.240213"
"Moshon Plumbing","905-707-7770","","","","","","https://www.yellowpages.ca/bus/Ontario/Moshon-Plumbing/7012516.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:33.240402"
"Kuzma Plumbing","905-883-3934","","","","","","https://www.yellowpages.ca/bus/Ontario/Kuzma-Plumbing/7022289.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:33.240591"
"Florence Plumbing","905-868-7318","","","","","","https://www.yellowpages.ca/bus/Ontario/Florence-Plumbing/7040454.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:33.240779"
"Artery Plumbing","416-425-8146","","","","","","https://www.yellowpages.ca/bus/Ontario/Artery-Plumbing/7180964.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:33.240969"
"Dependable Plumbing","905-868-2257","","","","","","https://www.yellowpages.ca/bus/Ontario/Dependable-Plumbing/7011912.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:33.241157"
"Burtch Plumbing","705-749-1997","","","","","","https://www.yellowpages.ca/bus/Ontario/Burtch-Plumbing/7011590.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:34.153446"
"Kuzma Plumbing","905-737-0672","","","","","","https://www.yellowpages.ca/bus/Ontario/Kuzma-Plumbing/7012487.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:34.153646"
"Stait Plumbing","905-929-6651","","","","","","https://www.yellowpages.ca/bus/Ontario/Stait-Plumbing/7040735.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:34.153838"
"Ralex Mechanical","647-496-2656","","","","","","https://www.yellowpages.ca/bus/Ontario/Ralex-Mechanical/101637489.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:34.154029"
"GTA Plumbing","647-782-5475","","Toronto","ON","","","https://www.yellowpages.ca/bus/Ontario/Toronto/GTA-Plumbing/101286800.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:34.154241"
"Dylan Plumbing","647-632-1047","","","","","","https://www.yellowpages.ca/bus/Ontario/Dylan-Plumbing/101287566.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:34.154438"
"Affordable Plumbing","647-466-3891","","","","","","https://www.yellowpages.ca/bus/Ontario/Affordable-Plumbing/101286963.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:34.154632"
"Amir Plumbing","647-774-0870","","Toronto","ON","","","https://www.yellowpages.ca/bus/Ontario/Toronto/Amir-Plumbing/101287758.html?what=plumbing&where=Toronto+ON&useContext=true","plumbing","2022-04-05 16:20:34.154832"
